concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
45889802		Procedure	CPT4	CPT4 Hierarchy	C	1019028	20141010	20991231	
45889803		Measurement	CPT4	CPT4 Hierarchy	C	1019043	20141010	20991231	
45887996		Observation	CPT4	CPT4 Hierarchy	C	1019051	20141010	20991231	
45888492		Procedure	CPT4	CPT4 Hierarchy	C	1019071	20141010	20991231	
45890271		Procedure	CPT4	CPT4 Hierarchy	C	1019075	20141010	20991231	
45888493		Procedure	CPT4	CPT4 Hierarchy	C	1019100	20141010	20991231	
45890212		Procedure	CPT4	CPT4 Hierarchy	C	1019101	20141010	20991231	
45889804		Procedure	CPT4	CPT4 Hierarchy	C	1019103	20141010	20991231	
45888967		Observation	CPT4	CPT4 Hierarchy	C	1019105	20141010	20991231	
45888604		Procedure	CPT4	CPT4 Hierarchy	C	1019108	20141010	20991231	
45889620		Observation	CPT4	CPT4 Hierarchy	C	1019121	20141010	20991231	
45887754		Observation	CPT4	CPT4 Hierarchy	C	1019127	20141010	20991231	
45889751		Procedure	CPT4	CPT4 Hierarchy	C	1019130	20141010	20991231	
45888595		Procedure	CPT4	CPT4 Hierarchy	C	1019131	20141010	20991231	
45888494		Procedure	CPT4	CPT4 Hierarchy	C	1019134	20141010	20991231	
45887809		Procedure	CPT4	CPT4 Hierarchy	C	1019140	20141010	20991231	
45887755		Observation	CPT4	CPT4 Hierarchy	C	1019288	20141010	20991231	
45889019		Procedure	CPT4	CPT4 Hierarchy	C	1019296	20141010	20200503	
45888621		Procedure	CPT4	CPT4 Hierarchy	C	1019307	20141010	20991231	
45889334		Procedure	CPT4	CPT4 Hierarchy	C	1019308	20141010	20991231	
45887800		Procedure	CPT4	CPT4 Hierarchy	C	1019309	20141010	20230501	
45888217		Procedure	CPT4	CPT4 Hierarchy	C	1019310	20141010	20230501	
45890290		Procedure	CPT4	CPT4 Hierarchy	C	1019311	20141010	20230501	
45889286		Procedure	CPT4	CPT4 Hierarchy	C	1019312	20141010	20991231	
45887830		Procedure	CPT4	CPT4 Hierarchy	C	1019313	20141010	20991231	
45890324		Procedure	CPT4	CPT4 Hierarchy	S	1019314	20141010	20170507	
45889369		Measurement	CPT4	CPT4 Hierarchy	C	1019315	20141010	20991231	
45888218		Measurement	CPT4	CPT4 Hierarchy	C	1019316	20141010	20991231	
45889532		Measurement	CPT4	CPT4 Hierarchy	C	1019317	20141010	20991231	
45890108		Observation	CPT4	CPT4 Hierarchy	C	1019318	20141010	20991231	
45887658		Observation	CPT4	CPT4 Hierarchy	C	1019319	20141010	20991231	
45890479		Observation	CPT4	CPT4 Hierarchy	C	1019320	20141010	20991231	
45889533		Observation	CPT4	CPT4 Hierarchy	C	1019321	20141010	20991231	
45889335		Observation	CPT4	CPT4 Hierarchy	C	1019322	20141010	20991231	
45890291		Procedure	CPT4	CPT4 Hierarchy	C	1019323	20141010	20991231	
45889534		Procedure	CPT4	CPT4 Hierarchy	C	1019324	20141010	20991231	
45888219		Procedure	CPT4	CPT4 Hierarchy	C	1019325	20141010	20991231	
45889336		Procedure	CPT4	CPT4 Hierarchy	C	1019326	20141010	20991231	
45890292		Procedure	CPT4	CPT4 Hierarchy	C	1019327	20141010	20991231	
45888763		Procedure	CPT4	CPT4 Hierarchy	C	1019328	20141010	20991231	
45888948		Procedure	CPT4	CPT4 Hierarchy	C	1019329	20141010	20991231	
45888168		Procedure	CPT4	CPT4 Hierarchy	C	1019330	20141010	20991231	
45888764		Procedure	CPT4	CPT4 Hierarchy	C	1019331	20141010	20991231	
45888765		Procedure	CPT4	CPT4 Hierarchy	C	1019332	20141010	20991231	
45890293		Procedure	CPT4	CPT4 Hierarchy	C	1019333	20141010	20991231	
45890294		Observation	CPT4	CPT4 Hierarchy	C	1019334	20141010	20991231	
45890109		Procedure	CPT4	CPT4 Hierarchy	C	1019335	20141010	20190505	
45887659		Procedure	CPT4	CPT4 Hierarchy	S	1019336	20141010	20150510	
45889535		Procedure	CPT4	CPT4 Hierarchy	C	1019337	20141010	20190505	
45888766		Procedure	CPT4	CPT4 Hierarchy	C	1019371	20141010	20991231	
45890110		Procedure	CPT4	CPT4 Hierarchy	C	1019372	20141010	20991231	
45888767		Observation	CPT4	CPT4 Hierarchy	C	1019373	20141010	20991231	
45888156		Observation	CPT4	CPT4 Hierarchy	C	1019374	20141010	20991231	
45888727		Observation	CPT4	CPT4 Hierarchy	C	1019375	20141010	20991231	
45888768		Procedure	CPT4	CPT4 Hierarchy	S	1019376	20141010	20170507	
45889449		Procedure	CPT4	CPT4 Hierarchy	C	1019377	20141010	20991231	
42628539		Procedure	CPT4	CPT4 Hierarchy	C	1019401	20170508	20991231	
2101891		Observation	CPT4	CPT4	S	1019F	20070703	20991231	
45888729		Procedure	CPT4	CPT4 Hierarchy	C	1020023	20141010	20991231	
45890111		Procedure	CPT4	CPT4 Hierarchy	C	1020175	20141010	20991231	
45889337		Procedure	CPT4	CPT4 Hierarchy	C	1020176	20141010	20991231	
45888220		Procedure	CPT4	CPT4 Hierarchy	C	1020177	20141010	20991231	
45889338		Procedure	CPT4	CPT4 Hierarchy	C	1020178	20141010	20991231	
45889536		Procedure	CPT4	CPT4 Hierarchy	C	1020179	20141010	20991231	
45890295		Procedure	CPT4	CPT4 Hierarchy	C	1020180	20141010	20991231	
45890480		Procedure	CPT4	CPT4 Hierarchy	C	1020181	20141010	20991231	
45889537		Procedure	CPT4	CPT4 Hierarchy	C	1020182	20141010	20991231	
45890112		Procedure	CPT4	CPT4 Hierarchy	C	1020183	20141010	20991231	
45887660		Procedure	CPT4	CPT4 Hierarchy	C	1020184	20141010	20991231	
45890481		Procedure	CPT4	CPT4 Hierarchy	C	1020185	20141010	20991231	
45890482		Procedure	CPT4	CPT4 Hierarchy	C	1020186	20141010	20991231	
45888769		Procedure	CPT4	CPT4 Hierarchy	C	1020187	20141010	20991231	
45888770		Procedure	CPT4	CPT4 Hierarchy	C	1020188	20141010	20991231	
45890113		Procedure	CPT4	CPT4 Hierarchy	C	1020189	20141010	20991231	
45887661		Procedure	CPT4	CPT4 Hierarchy	C	1020190	20141010	20991231	
45890114		Procedure	CPT4	CPT4 Hierarchy	C	1020191	20141010	20991231	
45889538		Procedure	CPT4	CPT4 Hierarchy	C	1020192	20141010	20991231	
45890483		Procedure	CPT4	CPT4 Hierarchy	C	1020193	20141010	20991231	
45888221		Procedure	CPT4	CPT4 Hierarchy	C	1020194	20141010	20991231	
45890484		Procedure	CPT4	CPT4 Hierarchy	C	1020195	20141010	20991231	
45889539		Procedure	CPT4	CPT4 Hierarchy	C	1020196	20141010	20991231	
45890523		Procedure	CPT4	CPT4 Hierarchy	C	1020197	20141010	20991231	
45889783		Measurement	CPT4	CPT4 Hierarchy	C	1020198	20141010	20991231	
45889670		Measurement	CPT4	CPT4 Hierarchy	C	1020199	20141010	20991231	
45890296		Procedure	CPT4	CPT4 Hierarchy	C	1020200	20141010	20991231	
45890115		Procedure	CPT4	CPT4 Hierarchy	C	1020201	20141010	20991231	
45888222		Procedure	CPT4	CPT4 Hierarchy	C	1020202	20141010	20991231	
45887662		Procedure	CPT4	CPT4 Hierarchy	C	1020203	20141010	20991231	
45888771		Procedure	CPT4	CPT4 Hierarchy	C	1020204	20141010	20991231	
45890297		Procedure	CPT4	CPT4 Hierarchy	C	1020205	20141010	20991231	
45888910		Procedure	CPT4	CPT4 Hierarchy	C	1020206	20141010	20991231	
45889540		Procedure	CPT4	CPT4 Hierarchy	C	1020207	20141010	20991231	
45890485		Procedure	CPT4	CPT4 Hierarchy	C	1020208	20141010	20991231	
45888772		Procedure	CPT4	CPT4 Hierarchy	C	1020209	20141010	20991231	
45890486		Procedure	CPT4	CPT4 Hierarchy	C	1020210	20141010	20991231	
45890116		Procedure	CPT4	CPT4 Hierarchy	C	1020211	20141010	20991231	
45890298		Procedure	CPT4	CPT4 Hierarchy	C	1020212	20141010	20991231	
45890487		Procedure	CPT4	CPT4 Hierarchy	C	1020213	20141010	20991231	
45888223		Procedure	CPT4	CPT4 Hierarchy	S	1020214	20141010	20170507	
45890488		Measurement	CPT4	CPT4 Hierarchy	C	1020215	20141010	20991231	
45888224		Measurement	CPT4	CPT4 Hierarchy	C	1020216	20141010	20991231	
45887663		Procedure	CPT4	CPT4 Hierarchy	C	1020217	20141010	20991231	
45889339		Procedure	CPT4	CPT4 Hierarchy	C	1020218	20141010	20991231	
45888125		Procedure	CPT4	CPT4 Hierarchy	C	1020324	20141010	20991231	
45889074		Procedure	CPT4	CPT4 Hierarchy	C	1020409	20141010	20991231	
45889810		Procedure	CPT4	CPT4 Hierarchy	C	1020434	20141010	20991231	
45890058		Procedure	CPT4	CPT4 Hierarchy	C	1020496	20141010	20991231	
45890299		Procedure	CPT4	CPT4 Hierarchy	C	1020523	20141010	20991231	
45889541		Procedure	CPT4	CPT4 Hierarchy	C	1020524	20141010	20991231	
45888773		Procedure	CPT4	CPT4 Hierarchy	C	1020525	20141010	20991231	
45888693		Procedure	CPT4	CPT4 Hierarchy	S	1020526	20141010	20170507	
45888774		Procedure	CPT4	CPT4 Hierarchy	C	1020527	20141010	20991231	
45889340		Measurement	CPT4	CPT4 Hierarchy	C	1020528	20141010	20991231	
45889032		Procedure	CPT4	CPT4 Hierarchy	C	1020529	20141010	20200503	
45889029		Measurement	CPT4	CPT4 Hierarchy	C	1020530	20141010	20991231	
45887664		Measurement	CPT4	CPT4 Hierarchy	C	1020531	20141010	20991231	
45888225		Procedure	CPT4	CPT4 Hierarchy	C	1020532	20141010	20991231	
45887665		Procedure	CPT4	CPT4 Hierarchy	C	1020533	20141010	20991231	
45887666		Procedure	CPT4	CPT4 Hierarchy	C	1020534	20141010	20991231	
45890300		Procedure	CPT4	CPT4 Hierarchy	C	1020535	20141010	20991231	
45888226		Procedure	CPT4	CPT4 Hierarchy	C	1020536	20141010	20991231	
45890117		Procedure	CPT4	CPT4 Hierarchy	C	1020537	20141010	20991231	
45889341		Procedure	CPT4	CPT4 Hierarchy	C	1020538	20141010	20991231	
45890301		Procedure	CPT4	CPT4 Hierarchy	S	1020539	20141010	20170507	
45887667		Procedure	CPT4	CPT4 Hierarchy	C	1020540	20141010	20991231	
45890471		Procedure	CPT4	CPT4 Hierarchy	C	1020541	20141010	20200503	
45890302		Procedure	CPT4	CPT4 Hierarchy	S	1020542	20141010	20150510	
45888227		Procedure	CPT4	CPT4 Hierarchy	C	1020543	20141010	20991231	
45890441		Procedure	CPT4	CPT4 Hierarchy	C	1020544	20141010	20991231	
45888775		Procedure	CPT4	CPT4 Hierarchy	C	1020545	20141010	20991231	
45889342		Procedure	CPT4	CPT4 Hierarchy	C	1020546	20141010	20230501	
45889542		Procedure	CPT4	CPT4 Hierarchy	C	1020547	20141010	20230501	
45890118		Procedure	CPT4	CPT4 Hierarchy	C	1020548	20141010	20991231	
45887824		Procedure	CPT4	CPT4 Hierarchy	C	1020549	20141010	20991231	
45887886		Procedure	CPT4	CPT4 Hierarchy	C	1020550	20141010	20991231	
45889343		Procedure	CPT4	CPT4 Hierarchy	C	1020551	20141010	20991231	
45890303		Procedure	CPT4	CPT4 Hierarchy	C	1020552	20141010	20991231	
45890304		Procedure	CPT4	CPT4 Hierarchy	C	1020553	20141010	20991231	
45887668		Procedure	CPT4	CPT4 Hierarchy	C	1020554	20141010	20991231	
45887973		Procedure	CPT4	CPT4 Hierarchy	C	1020555	20141010	20180506	
45889083		Procedure	CPT4	CPT4 Hierarchy	S	1020556	20141010	20170507	
45890489		Procedure	CPT4	CPT4 Hierarchy	S	1020557	20141010	20150510	
45887520		Procedure	CPT4	CPT4 Hierarchy	C	1020559	20141010	20180506	
45889068		Procedure	CPT4	CPT4 Hierarchy	C	1020562	20141010	20991231	
45888622		Procedure	CPT4	CPT4 Hierarchy	C	1020563	20141010	20991231	
45888228		Procedure	CPT4	CPT4 Hierarchy	C	1020564	20141010	20991231	
45889344		Procedure	CPT4	CPT4 Hierarchy	C	1020565	20141010	20991231	
45889345		Procedure	CPT4	CPT4 Hierarchy	C	1020566	20141010	20991231	
45890490		Procedure	CPT4	CPT4 Hierarchy	C	1020567	20141010	20991231	
45889543		Procedure	CPT4	CPT4 Hierarchy	C	1020568	20141010	20991231	
45890305		Procedure	CPT4	CPT4 Hierarchy	C	1020569	20141010	20991231	
45890491		Procedure	CPT4	CPT4 Hierarchy	C	1020570	20141010	20991231	
45888229		Procedure	CPT4	CPT4 Hierarchy	C	1020574	20141010	20991231	
45889015		Procedure	CPT4	CPT4 Hierarchy	C	1020887	20141010	20991231	
45889806		Procedure	CPT4	CPT4 Hierarchy	C	1020888	20141010	20991231	
45887869		Measurement	CPT4	CPT4 Hierarchy	C	1020889	20141010	20991231	
45887870		Measurement	CPT4	CPT4 Hierarchy	C	1020890	20141010	20991231	
45889564		Measurement	CPT4	CPT4 Hierarchy	C	1020891	20141010	20991231	
45887871		Procedure	CPT4	CPT4 Hierarchy	C	1020892	20141010	20991231	
45888230		Procedure	CPT4	CPT4 Hierarchy	C	1020893	20141010	20991231	
45890306		Procedure	CPT4	CPT4 Hierarchy	C	1020894	20141010	20991231	
45890307		Procedure	CPT4	CPT4 Hierarchy	C	1020895	20141010	20991231	
45888776		Procedure	CPT4	CPT4 Hierarchy	C	1020896	20141010	20991231	
45889346		Procedure	CPT4	CPT4 Hierarchy	C	1020897	20141010	20991231	
45890308		Procedure	CPT4	CPT4 Hierarchy	C	1020898	20141010	20991231	
45889642		Procedure	CPT4	CPT4 Hierarchy	C	1020899	20141010	20991231	
45887953		Procedure	CPT4	CPT4 Hierarchy	C	1020900	20141010	20991231	
45889025		Procedure	CPT4	CPT4 Hierarchy	C	1020901	20141010	20991231	
45888231		Procedure	CPT4	CPT4 Hierarchy	S	1020902	20141010	20150510	
45890119		Procedure	CPT4	CPT4 Hierarchy	S	1020903	20141010	20150510	
45890120		Procedure	CPT4	CPT4 Hierarchy	C	1020904	20141010	20991231	
45888777		Procedure	CPT4	CPT4 Hierarchy	C	1020905	20141010	20991231	
45888232		Procedure	CPT4	CPT4 Hierarchy	C	1020906	20141010	20991231	
45888778		Procedure	CPT4	CPT4 Hierarchy	C	1020907	20141010	20991231	
45888779		Procedure	CPT4	CPT4 Hierarchy	C	1020908	20141010	20991231	
45889807		Procedure	CPT4	CPT4 Hierarchy	C	1020909	20141010	20991231	
45887669		Measurement	CPT4	CPT4 Hierarchy	C	1020910	20141010	20991231	
45890309		Measurement	CPT4	CPT4 Hierarchy	C	1020911	20141010	20190505	
45887670		Measurement	CPT4	CPT4 Hierarchy	C	1020912	20141010	20190505	
45887671		Measurement	CPT4	CPT4 Hierarchy	C	1020913	20141010	20190505	
45889347		Measurement	CPT4	CPT4 Hierarchy	C	1020914	20141010	20991231	
45888233		Measurement	CPT4	CPT4 Hierarchy	C	1020915	20141010	20991231	
45890310		Measurement	CPT4	CPT4 Hierarchy	C	1020916	20141010	20190505	
45890121		Measurement	CPT4	CPT4 Hierarchy	C	1020917	20141010	20991231	
45887885		Measurement	CPT4	CPT4 Hierarchy	C	1020918	20141010	20991231	
45890311		Measurement	CPT4	CPT4 Hierarchy	C	1020919	20141010	20991231	
45888234		Measurement	CPT4	CPT4 Hierarchy	S	1020920	20141010	20170507	
45888235		Measurement	CPT4	CPT4 Hierarchy	C	1020921	20141010	20991231	
45890492		Measurement	CPT4	CPT4 Hierarchy	C	1020922	20141010	20991231	
45888780		Measurement	CPT4	CPT4 Hierarchy	C	1020923	20141010	20991231	
45890312		Measurement	CPT4	CPT4 Hierarchy	C	1020924	20141010	20991231	
45890313		Measurement	CPT4	CPT4 Hierarchy	C	1020925	20141010	20991231	
45890122		Measurement	CPT4	CPT4 Hierarchy	C	1020926	20141010	20991231	
45887672		Measurement	CPT4	CPT4 Hierarchy	C	1020927	20141010	20991231	
45887673		Measurement	CPT4	CPT4 Hierarchy	C	1020928	20141010	20991231	
45889348		Measurement	CPT4	CPT4 Hierarchy	C	1020929	20141010	20991231	
45890493		Measurement	CPT4	CPT4 Hierarchy	C	1020930	20141010	20991231	
45890314		Measurement	CPT4	CPT4 Hierarchy	C	1020931	20141010	20991231	
45888857		Measurement	CPT4	CPT4 Hierarchy	C	1020932	20141010	20991231	
45889579		Procedure	CPT4	CPT4 Hierarchy	C	1020933	20141010	20991231	
45888858		Procedure	CPT4	CPT4 Hierarchy	C	1020934	20141010	20190505	
45890315		Procedure	CPT4	CPT4 Hierarchy	C	1020935	20141010	20991231	
45890494		Procedure	CPT4	CPT4 Hierarchy	C	1020936	20141010	20991231	
45889544		Procedure	CPT4	CPT4 Hierarchy	C	1020937	20141010	20991231	
45889022		Procedure	CPT4	CPT4 Hierarchy	C	1020938	20141010	20991231	
45888495		Procedure	CPT4	CPT4 Hierarchy	C	1020939	20141010	20991231	
45888236		Procedure	CPT4	CPT4 Hierarchy	S	1020940	20141010	20170507	
45889349		Procedure	CPT4	CPT4 Hierarchy	S	1020943	20141010	20170507	
45888732		Observation	CPT4	CPT4 Hierarchy	C	1021130	20141010	20991231	
45890272		Observation	CPT4	CPT4 Hierarchy	C	1021131	20141010	20991231	
45889566		Procedure	CPT4	CPT4 Hierarchy	C	1021132	20141010	20991231	
45889809		Procedure	CPT4	CPT4 Hierarchy	C	1021133	20141010	20991231	
45889567		Procedure	CPT4	CPT4 Hierarchy	C	1021134	20141010	20991231	
45890270		Measurement	CPT4	CPT4 Hierarchy	C	1021135	20141010	20991231	
45889017		Observation	CPT4	CPT4 Hierarchy	C	1021136	20141010	20991231	
45887951		Procedure	CPT4	CPT4 Hierarchy	C	1021137	20141010	20991231	
45888237		Procedure	CPT4	CPT4 Hierarchy	C	1021138	20141010	20991231	
45887735		Observation	CPT4	CPT4 Hierarchy	C	1021139	20141010	20991231	
45888733		Observation	CPT4	CPT4 Hierarchy	C	1021140	20141010	20991231	
45887874		Observation	CPT4	CPT4 Hierarchy	C	1021141	20141010	20991231	
45889466		Measurement	CPT4	CPT4 Hierarchy	C	1021142	20141010	20991231	
45889350		Procedure	CPT4	CPT4 Hierarchy	C	1021143	20141010	20991231	
45888499		Procedure	CPT4	CPT4 Hierarchy	S	1021144	20141010	20150510	
45890316		Procedure	CPT4	CPT4 Hierarchy	C	1021145	20141010	20991231	
45887674		Procedure	CPT4	CPT4 Hierarchy	C	1021146	20141010	20991231	
45890468		Procedure	CPT4	CPT4 Hierarchy	C	1021147	20141010	20991231	
45890317		Procedure	CPT4	CPT4 Hierarchy	C	1021148	20141010	20991231	
45888164		Procedure	CPT4	CPT4 Hierarchy	C	1021149	20141010	20991231	
45890318		Procedure	CPT4	CPT4 Hierarchy	C	1021150	20141010	20991231	
45887675		Procedure	CPT4	CPT4 Hierarchy	C	1021151	20141010	20230501	
45888160		Procedure	CPT4	CPT4 Hierarchy	C	1021152	20141010	20991231	
45887974		Procedure	CPT4	CPT4 Hierarchy	C	1021153	20141010	20991231	
45889569		Procedure	CPT4	CPT4 Hierarchy	C	1021154	20141010	20991231	
45889545		Measurement	CPT4	CPT4 Hierarchy	C	1021155	20141010	20991231	
45889351		Measurement	CPT4	CPT4 Hierarchy	C	1021156	20141010	20991231	
45890495		Measurement	CPT4	CPT4 Hierarchy	C	1021157	20141010	20991231	
45890123		Measurement	CPT4	CPT4 Hierarchy	C	1021158	20141010	20991231	
45888496		Measurement	CPT4	CPT4 Hierarchy	C	1021159	20141010	20991231	
45889352		Measurement	CPT4	CPT4 Hierarchy	C	1021160	20141010	20991231	
45888238		Measurement	CPT4	CPT4 Hierarchy	C	1021161	20141010	20991231	
45889353		Procedure	CPT4	CPT4 Hierarchy	C	1021162	20141010	20991231	
45889073		Procedure	CPT4	CPT4 Hierarchy	C	1021163	20141010	20991231	
45889354		Procedure	CPT4	CPT4 Hierarchy	C	1021164	20141010	20991231	
45889355		Procedure	CPT4	CPT4 Hierarchy	C	1021165	20141010	20991231	
45890319		Procedure	CPT4	CPT4 Hierarchy	C	1021166	20141010	20991231	
45890496		Procedure	CPT4	CPT4 Hierarchy	C	1021167	20141010	20991231	
45890497		Procedure	CPT4	CPT4 Hierarchy	C	1021168	20141010	20991231	
45888859		Procedure	CPT4	CPT4 Hierarchy	C	1021169	20141010	20991231	
45888915		Measurement	CPT4	CPT4 Hierarchy	C	1021170	20141010	20991231	
45890524		Procedure	CPT4	CPT4 Hierarchy	C	1021171	20141010	20991231	
45888860		Procedure	CPT4	CPT4 Hierarchy	S	1021172	20141010	20170507	
45890124		Procedure	CPT4	CPT4 Hierarchy	C	1021173	20141010	20180506	
45888239		Procedure	CPT4	CPT4 Hierarchy	C	1021174	20141010	20230501	
45889546		Procedure	CPT4	CPT4 Hierarchy	C	1021175	20141010	20180506	
45890125		Procedure	CPT4	CPT4 Hierarchy	C	1021176	20141010	20180506	
45888861		Procedure	CPT4	CPT4 Hierarchy	C	1021177	20141010	20230501	
45889547		Procedure	CPT4	CPT4 Hierarchy	C	1021426	20141010	20991231	
45890394		Procedure	CPT4	CPT4 Hierarchy	C	1021427	20141010	20991231	
45887676		Procedure	CPT4	CPT4 Hierarchy	C	1021428	20141010	20991231	
45888863		Procedure	CPT4	CPT4 Hierarchy	C	1021429	20141010	20991231	
45890127		Procedure	CPT4	CPT4 Hierarchy	C	1021430	20141010	20991231	
45889592		Procedure	CPT4	CPT4 Hierarchy	C	1021431	20141010	20991231	
45890395		Procedure	CPT4	CPT4 Hierarchy	C	1021432	20141010	20991231	
45890396		Observation	CPT4	CPT4 Hierarchy	C	1021433	20141010	20991231	
45889356		Procedure	CPT4	CPT4 Hierarchy	C	1021434	20141010	20180506	
45888128		Procedure	CPT4	CPT4 Hierarchy	C	1021435	20141010	20991231	
45890128		Procedure	CPT4	CPT4 Hierarchy	C	1021436	20141010	20991231	
45889548		Procedure	CPT4	CPT4 Hierarchy	C	1021437	20141010	20991231	
45887677		Procedure	CPT4	CPT4 Hierarchy	C	1021438	20141010	20991231	
45889357		Procedure	CPT4	CPT4 Hierarchy	S	1021439	20141010	20150510	
45888864		Procedure	CPT4	CPT4 Hierarchy	C	1021516	20141010	20991231	
45890498		Procedure	CPT4	CPT4 Hierarchy	S	1021521	20141010	20150510	
45889626		Procedure	CPT4	CPT4 Hierarchy	C	1021522	20141010	20190505	
45887678		Procedure	CPT4	CPT4 Hierarchy	C	1021523	20141010	20991231	
45890129		Procedure	CPT4	CPT4 Hierarchy	C	1021524	20141010	20991231	
45888865		Procedure	CPT4	CPT4 Hierarchy	C	1021525	20141010	20991231	
45888241		Procedure	CPT4	CPT4 Hierarchy	C	1021526	20141010	20991231	
45890499		Procedure	CPT4	CPT4 Hierarchy	C	1021527	20141010	20991231	
45888242		Procedure	CPT4	CPT4 Hierarchy	C	1021528	20141010	20991231	
45888240		Procedure	CPT4	CPT4 Hierarchy	C	1021529	20141010	20991231	
45890066		Procedure	CPT4	CPT4 Hierarchy	C	1021530	20141010	20991231	
45890397		Procedure	CPT4	CPT4 Hierarchy	C	1021531	20141010	20991231	
45890500		Procedure	CPT4	CPT4 Hierarchy	C	1021532	20141010	20991231	
45887942		Procedure	CPT4	CPT4 Hierarchy	S	1021533	20141010	20150510	
45890130		Procedure	CPT4	CPT4 Hierarchy	C	1021534	20141010	20991231	
45887943		Procedure	CPT4	CPT4 Hierarchy	C	1021535	20141010	20991231	
45889292		Procedure	CPT4	CPT4 Hierarchy	C	1021536	20141010	20991231	
45888132		Procedure	CPT4	CPT4 Hierarchy	C	1021537	20141010	20991231	
45889358		Procedure	CPT4	CPT4 Hierarchy	C	1021538	20141010	20991231	
45890398		Procedure	CPT4	CPT4 Hierarchy	C	1021539	20141010	20991231	
45889627		Procedure	CPT4	CPT4 Hierarchy	C	1021540	20141010	20991231	
